text,crowd_label,conf0,conf1,conf2
director gari fleder mpaa rate r profan violenc adult theme run time num3 minut think put togeth self-help book would assist talent perform tri come term make terribl film would call someth like smart actor foolish choic mayb bad movi happen good peopl within page would testemoni guidanc remind reader not alon make isol career blunder bad exampl actor wallow think cours motiv would not entir altruist research might also help understand film like kiss girl come pass somewher trite uninspir psycho-thril two gift actor found someth worth explor wish could figur out thing not kiss girl trot out over-us serial predat villain reli surpris revel villain 's ident devic use effect recent year kiss girl not work no reason care casanova go director gari fleder never gener tension simmer menac assum murki cinematographi work perhap spend littl time tone hard enough time keep viewer focus basic fact plot narr leap utterli baffl send audienc member frenzi mutter 's fair fleder directionless direct match directionless script work charact kiss girl thinli defin never seem anyth plod along time unmask casanova yet even major plot point ineptli handl screenwrit david klass not bother drop faintest clue casanova might extent could pick name out hat casanova final show face wors still klass not bother explor villain 's motiv not care _why_ bright spot kiss girl not surprisingli perform freeman judd even script not pull us kate 's emot hard believ anyth page made charact -- by-the-numb stori -- seem appeal freeman judd took anyway mayb part best could find mayb suffer sever brain cramp critic moment feel pain _watch_ kiss girl see moviepag detail repli messag subject line subscrib,2,0.37512580989100003,8.207081922529998e-70,0.624874190109
crash extrem well made utterli preposter show far out off scale imagin suffic say push limit nc-num2 rate notwithstand film taut thriller keep edg seat day press screen crash saw screen film kiss necrophilia crash 's canadian director david cronenberg tast film edg perhap wide acclaim film fli also fan dead zone dead ringer well crash 's script adapt cronenberg semi- autobiograph novel j g ballard although may know ballard anoth semi-autobiograph novel empir sun background scienc fiction realm ballard say 'crash autobiograph novel sens inner life imagin life not publish ever thought car crash mate danc homo sapien well ballard part amor sexual fantasi film film either engag sex car crash film not discrimin unger perfectli cast role vacant eye convinc dead film second would bodili disfigur caus crash car crash sex scene quit graphic realist cronenberg delight gratuit violenc yet filmmak intrigu despit repugn aspect still close friend ever hurt car crash would avoid film like plagu sinc undoubtedli rekindl bad memori us fortun enough not posit perhap look upon film bit dispassion not make dave barri would say think met weirdest group charact imagin stranger peopl still come scene vaughan someth philosoph look like super bowl sunday viewer glu screen watch tape car crash even narrat german cinematographi peter suschitzki altern beauti gori -- blend shadow headlight chrome sex gash wound set carol spier gritti almost clinic realist oppress music howard shore bristl tension twangi guitar string half dozen critic left press screen us found say drive care rate nc-num2 graphic violenc accid carnag full frontal nuditi explicit aberr sexual content drug usag list goe show not appropri kid age thriller piec filmmak crash quit impress could never bring recommend exploit film give must see film excel show look averag movi kind enjoy poor show not wast money num total pain unbear pictur opinion express mine not meant reflect employ 's,2,5.82212150029E-32,0.0162614424576,0.983738557542
lucki gone theater num2 second sat two hour remak slender film gone num4 origin film shallow everyth els seen year must seem deep comparison hard get lower moral decrepitud car current booster film not bad film particularli annoy one jerri bruckheim product come stand mediocr artist valu success box offic probabl mirror film though littl worst artist speak mediocr film supposedli matter target audienc make not come prepar script made sens stellar cast hire ask noth instead gorgeou vintag car put display given girl 's name everyth stori kept hyper mindless violenc won out gratuit sex becom major sell point exploit film action begin right open credit thrill film becom watch crew select includ angelina joli chi mcbride jame duval scott caan none least bit interest funni joli seem disappear film reappear much later film mumbl inconsequenti line basic no stori dialogu action packag like commerci gloss trick shot color filter fast-pac edit trick trade director jerri bruckheim use sell action sequenc everyth film seem ridicul logic could taken apart point film moral bankruptci present lindo would let cage crew off hook theft much comprehend weak hear lindo say cage well save life guess brotherli thing brother go let go get out chang mind wish lindo go jail fail job director go work duval 's bodi shop never direct anoth film senseless macho film die slow death box offic film like would becom extinct like dinosaur lucki,0,0.9993814475480001,4.041122700379999e-108,0.00061855245233
mankiewicz nice job creat dark noir mood film laden comedi excel perform plenti suspens plu voice-ov john ireland manag keep pot boil quintessenti amnesiac stori,2,0.00108492251999,7.898234188699999e-05,0.998836095138
screenplay kevin williamson director we craven mpaa rate r violenc adult theme profan run time num3 minut late num2 earli num2 theater screen overrun film genr primarili teenag audienc fill seat sociologist shake head golden age -- not gross misappl term -- slasher movi cutlery-wield crazi turn everi possibl day calendar halloween friday num2th prom night mother 's day bloodi valentin stomach-churn ordeal film usual differ manner violent kill lead numb predict deserv parodi we craven 's scream want fun convent slasher movi not expens provid scare present problem well opportun self-awar script sometim diffus tension craven creat director scream student woodsboro high face profound problem usual homework bad skin scream begin look like go fairli convent horror film unusu grip one familiar trope slasher movi place -- absente parent improb massiv hous plenti glass ever-alarm ring phone -- sequenc still scari stuff barrymor provid effect convinc portrait mount panic though much scream becom joke expens monoton violent horror film craven not spit face genr made career horror film gener not target scream -- horror film no style imagin craven provid throughout film though nowher effect open happen scare give scream know edg kevin williamson 's script load refer horror film -- seem half dozen aim craven alon -- load charact seen horror film mani refer spell out quit liter least interest subvers humor least obviou howev scream play expect effect make guess game part in-jok guess end climax certainli surpris not particularli effect also excess drawn out writer director seem engag ideolog battl whether go climax horror film commentari climax horror film end say neither gag quit funni suspens vanish final fifteen minut charact talk way comparison final tradit final script scream not clever enough provid consist witti thriller sometim witti sometim thrill never alon make scream stand out genr cousin though we craven remind us terror fun not simpli gruel march gore-spatt holiday,1,0,0.9999999999950001,4.5679692110700005e-12
well surviv surviv picasso not sure chose could walk out thirti minut gotten gist pictur picasso boister enigma numer parallel affair younger women left know littl arriv bright light film screen newcom natasha mcelhon francois gilot one picasso girlfriend wive mcelhon infecti smile inner strength camera love look forward see much better movi paint treat secondari materi best part actual cinematographi done well color reflect bright primari color picasso paint not look paint film howev sinc son would not permit shown pictur also worth note color pastel costum carol ramsey surreal set luciana arrighi add bit fun otherwis dull movi know minotaur consum least two maiden day contamin whole world script ruth prawer jhabvala base book arianna stassinopoulo huffington paint unflatt pictur artist vain sexist man picasso explain dora realli like intellig women sometim cours like stupid one refer show argu picasso view women mere object closest come declar make lot mistak god one bit interest picasso trivia learn seem save everi piec cut hair everi nail clip rate r soft r singl brief scene full femal frontal nuditi languag pretti mild no sex violenc film would fine teenag see no reason anyon would want sit pointless biographi picasso mani affair give thumb award singl one top film year must see film excel show look averag movi kind enjoy poor show not wast money num one worst film year total unbear opinion express mine not meant reflect employ 's,0,1,0,2.15919844392E-22
cast tom cruis emmanuel beart jon voight vanessa redgrav henri czerni ving rhame jean reno kristin scott-thoma emilio estevez director brian depalma produc tom cruis paula wagner screenplay david koepp robert town cinematographi stephen h burum music danni elfman mission imposs theme lalo schifrin u distributor paramount pictur first star vehicl summer num4 also first major disappoint season mission imposs big screen resurrect popular late-'num2s/early-'num2 seri fail gener much way excit intrigu write last year 's num3 return goldeney not lot better mission imposs action hero pierc brosnan consider debonair charismat cruis no bond mission imposs fan tv seri expect faith translat may disappoint except nod small-screen predecessor mission imposs vastli differ autonom entiti nine year ago director brian depalma use similar approach superior version untouch lightn not struck twice teeter uncertain edg action flick thriller mission imposs not succeed well either high-energi moment none offer moment 's edge-of-the- seat excit much happen mission imposs come across fait accompli predict plot gener littl interest pathet easi guess mole 's ident despit screenwrit attempt obscur issu overal storylin contain legion gape hole -- think less sens make weak charact identif allow twister seem like masterpiec comparison fact taken whole twister significantli involv spectacl not particularli good perform either cruis 's support player form interest group although not necessarili kind name one might expect big-budget action film say current statu american motion pictur three paramount pictur big num4 releas mission imposs bradi sequel star trek first contact tv seri regurgit movi indic origin not high studio 's list prioriti twister taken critic drub style-over-subst approach entertain mission imposs wors offend substanc not appreci stronger style less eye- pop due primarili sever deftly-craft action sequenc mission imposs boast memor moment keep mind expect would-b summer blockbust movi not disast thing consid littl reason make high prioriti theatric view,2,3.3721365951199996e-30,0.013564551622799998,0.9864354483769999
follow disastr even cowgirl get blue select worst film num4 safe bet gu van sant 's next move proverbi step right direct fact bite satir die director made signific move toward regain reput movi no masterpiec electr color product roast media obsess open flame also far better job oliv stone 's bloat natur born killer satir american public 's unend fascin televis glamor crime someon suzann 's vapid philosophi not anyon america unless tv paradis look not much intellig go humor film often intellectu tantal laugh-aloud funni suzann embodi extrem celebr worship made j main van sant henri know exploit element film yet end letdown unlik player invit viewer chuckl way fade-to-black die abandon parodi disappointingli tradit wrap-up although in-jok recogn david cronenberg fortun shift tone not happen late proceed take strong perform success portray charact littl mental capac three come across complet clueless die share truli delici sequenc bite dialogu worth kill end howev die not go quit far enough -- time van sant stay littl convent caus pictur teeth could fang,1,1.7915648209199994e-117,0.9995142430859999,0.000485756913931
two thing could said sure movi use mostli nonprofession actor disturbingli romant troublingli inconclus no tell narr sink one 's teeth stori viscer imag empti youth 's quest fulli explor origin way first-tim director manuel pradal metaphor abound film much one could overdos heavili intend poetic imag still not find much sate one 's hunger film ultim becom film 's major fault want someth predict unpredict film bet popcorn money film innoc kid get want read polit film might say director use local american navi base metaphor show mixed-react get local tri get local reaction base show undercurr disrespect lack trust mysteri give camus-lik sens existenti modern stori tri seen root old philosophi philosophi fatal beauti film never stop camerawork pick one beauti scene anoth though connect movi anyon 's guess thought film loner versu group psycholog prevail wherea loner not function kind social measur troubl soul find no place modern french societi fit troubl pat explan film film not help overload imageri one want could mani explan film certain point becom annoy featur film two teen lose human seem symbol director tri say possibl persist silenc lack charact develop asid stun film watch could see no beauti dark charact portray lover film 's overal pessimist attitud toward youth film mani miss ingredi impact could hardli rememb main charact week later see film rememb allur vahina giocant beauti south franc look,2,0.00161028761653,0.00724220289677,0.9911475094869999
varsiti blue not make mind kind movi want core contain honest examin pressur place high school athlet parent coach produc jointli mtv film paramount pictur movi complet buri dramat side laughless clich teenag comedi one notabl piec act film seriou jon voight play coach bud kilmer director brian robbin manag get small-town footbal ritual right although may somewhat date director get quieter moment right well never question sanctiti coach mox add later savor film 's seriou moment perhap sustain lame comedi writer john gatin w peter iliff domin movi pretti boy smile littl depth jame van der beek play mox recur theme coach abus player movi ask challeng question quickli revert back bad slapstick audienc chanc ponder issu varsiti blue type movi height comedi consist cast num3 pound actor ron lester play team 's dumb guard billi bob give guard pet pig ride next big pick-up stori 's depict alcohol abus low point teen watch movi learn mani lesson good fault movi come nice twist obligatori big game final twist howev not worth wait feel urg walk out sooner not resist movi might accept older teenag watch out messag get,0,0.9999999925859999,0,7.41433893351E-09
interest note two best film seen theatric num4 not made year fact not even made decad first martin scorses 's classic taxi driver celebr twentieth anniversari champion scorses re- releas handl miramax film brought back screen one greatest suspens thriller ever film purpl noon autopsi near-perfect crime compel look man commit fee job num4 tom becom involv phillipp 's life seduct leisur entic away origin goal -- seem realli setup meat stori reveal tom fact amor killer will anyth get want tom without remors emot display satisfact success latest caper plot wonder twisti affair fill ingeni turn delight watch unfold noth movi pedant predict two hour pure suspens put mani recent so-cal thriller shame master effort director clement consid natur main charact not hard understand scorses would lend name re-releas much bell du jour one purpl noon 's obviou asset delon 's act tom fascin delon make not run-of-the-mil villain complex charact well thought-out reason everyth may psychopath qualiti engross seduc us even action caus repuls movi center tom time find hope scheme work pleasur see next addit delon 's fine perform purpl noon character expert camerawork crisp direct clement understand sustain tension without draw out far film exactli right length individu scene cinematograph henri deca compos shot care includ master seri closeup delon 's eye reveal sinist intellig behind apparently-guileless exterior twister independ day pack theater grab headlin easi bemoan current state cinema far num4 not particularli good year movi noth engross watch truli intellig thriller make film rare treat,1,2.4569149936199995e-143,1,2.4958971273200005e-20
charact present perhap best bit cast choic walter matthau mr wilson grumpi neighbor becom frequent target denni prank sam 's inclus perhap movi 's biggest mistak sinc take focu away interest dennis/mr least two home alon movi victim bad guy mr wilson not affabl neighbor certainli not villain undeserv cruel treatment dish out recycl old formula fact big problem even set asid reus home alon materi noth origin film countless pictur explor theme includ recent offer cop half life mikey denni menac noth offer two not immedi put pretti poor compani gener not find denni menac particularli funni although kid audienc enjoy noth repugn film like home alon live-act cartoon worthwhil moment best may one goe side-by- side close credit almost scene featur denni mr wilson entertain although occasion attempt patho out place unfortun pleasantli surpris likabl mason gambl 's denni gambl 's cute perform becom endear obnoxi combin mixtur innoc enthusiasm vulner made macaulay culkin star two annoy yearn denni plunk slingshot-launch marbl concern express imag christoph lloyd 's charact present homeless person contend rather give neg impress homeless never clearli associ switchblad sam instead reinforc lesson taught children everi day not talk stranger not see sam affect opinion homeless brenda fricker 's amiabl bag ladi home alon num denni menac basic innocu movi think children get kick out adult rope see not find yearn escap nearest exit unfortun case mani famili film hand wonder denni worth money not much better lot current fare televis not lose whole lot translat big screen video basic noth remark movi demand seen run low film take famili denni menac otherwis might prudent spend time money someth littl better qualiti,2,0.000554477233993,0.0012102570932000002,0.998235265673
movi explor seriou issu often play even comic manner greek choru drag queen hand lip-synch old pop tune fit current mood number recal similar moment adventur priscilla queen desert script pepper bite one-lin amus anecdot depict anoth point-of-view stonewal could real downer stand howev finch made upbeat triumphant tale la miranda typic new york transvestit scene -- tough harden jade certainli fascin aspect stonewal depict gay cultur thirti year ago homophob nation today 'num2 view noth compar preval late-'num2 willingli foster belief homosexu ill court piti hope would supplant hatr stonewal not intend histori lesson time frame set necessari stori subordin charact subplot work not believ two anchor film prevent stonewal ever becom outrag seem preachi sympath caus not rhetor care charact undoubtedli one reason motion pictur succe anoth addit heart stonewal not afraid fun welcom chang agenda mani grim gay-them motion pictur current float around intern film festiv circuit,1,1.1030379517199993e-288,0.936698473434,0.0633015265662
improb engag romant mysteri hold attent teas sensibl sign happen two lover get heavi seem not exactli storylin awkward melodramat incredul end somewhat ludicr overplay becom interest psycholog game play coupl basqu director/writ creat stori enough twist keep guess happen next film left bitter-sweet reaction romanc,2,0.0349467827275,4.27771092803E-39,0.965053217272
allur biopic provoc comedian andi kaufman could not go futher provid entertain look entertain one look find out andi kaufman film would littl help point film probabl no differ perform person off-stag therefor believ tell stori perform give one good enough idea andi kaufman role tailor-mad jim carrey come fli color virtuoso perform fiction biographi kaufman show odd person obsess mind-set film seem flat part carrey not perform stori seem superfici not feel knew better film though least film not tri answer someth could not man moon entertain even someon like never impress comic talent andi might way happen made bad cinema sinc not seen funni immedi rise fame lack credibl film even though know evid happen heart film inde keep live watch carrey go repertoir flawless comic manner milo forman 's uneven film miss true crazi kaufman entireti stori get ingredi not convent way tell stori jim carrey 's express perform film went burst great energi carrey andi dull storytel part underwritten not even hint romanc sex appear no intimaci seem andi 's prop look delici screen given noth one turn wrestl mat not help think asid carrey 's master perform not much film take away film seem unadult homag kaufman look rosi side lunaci not get anyth els kaufman seem alway search someth whether studi transcendent medit look psychic cure cancer philippin way push limit comedi degre see film never quit found look career far short man energi state talent,0,1,2.81861045957E-75,4.44754680148E-22
-- no surpris -- bark out exact textbook definit memori traci learn know definit not mean writer director alexand payn whose last pictur delici satir citizen ruth back even better satir piec elect although plow fertil ground rushmor consist elect bear even fruit pictur 's star rees witherspoon play anal-retent traci flick nuanc perform light-year ahead marvel work pleasantvil dress conserv tweed skirt dull avocado-color stock prim proper prissi academi award bodi languag witherspoon would win hand perform best come excess seriou traci get good news matthew broderick remind us godzilla debacl excel actor play award-win teacher jim mcallist subtl script take chirpi upbeat attitud black comedi materi editor freeze-fram charact especi traci unflatt way traci may project utter confid wide-ey innoc freeze-fram show ugli lie surfac movi realli shine small touch pre-elect prayer scene quit illumin might not suspect screenwrit manag make stori enthral even though make look like mistak let stori go past natur conclus rate r sex profan brief dope smoke scene would fine older teenag,1,3.1127112548299993e-122,1,2.9393119816E-20
sinc citizen kane mysteri show local multiplex -- even manag no idea book decid attempt forget everyth knew tri look first viewer might back may num4 even greatest film citizen kane univers consid best least one best latest pictur play local bijou audienc may known someth stori ahead time like not expect great oscar well beam fairli trim young man direct citizen kane play star role cowrot script herman j mankiewicz film 's open look creepi old gothic horror movi eeri tranquil shatter blare newsreel theater featur newsreel along doubl featur latest instal serial newsreel citizen kane although slightli comic gave documentari feel product would call docudrama today sinc movi slam life time william randolph hearst fact audienc like heard newsreel approach gave film immedi intimaci access weather great depress viewer like identifi film 's ridicul ostentati wealth audienc probabl enrag wast money recent work way back poverti also quit like jealou probabl turn out simpl thing hint viewer film not elabor mysteri not feel cheat rosebud turn out not dramat audienc know answer mysteri must intrigu viewer must numer theori sinc movi not give substanti clue almost end secret reveal seem first unimport almost trivial upon closer reflect import kane attach key understand charact today would call inner child radic cinematographi gregg toland must shock audienc mesmer offbeat angl dramat light stark use shadow silhouett seamless edit mark robson robert wise would go becom great director move forward backward time without ever lose continu fill intrigu layer stori kane 's life becom onion movi keep peel headlin big enough make news bigger kane say know power press make news tini inconsequenti stori today 's tabloid preval would line seemingli tailor today 's viewer movi show transform great finess best-stag sequenc movi may breakfast tabl convers first wife within minut watch kane 's marriag go puppi love bitter death coupl refus talk politician old-fashion money liber rail give littl peopl voic certainli someth easier audienc understand oppos citizen kane much recommend hard guess first audienc must felt mayb felt today awe wit masterpiec realiz incred entertain not rate would pg matur theme would fine kid old enough care see,1,1.8648870901999997e-188,1,1.1676108922999998e-21
taut littl suspens programm one watchabl though twist plot hardli believ not believ harden hitman would confess easili potboil go nice look b w shot dark street london sydney tafler 's melodramat perform show killer cold-blood take care busi yet devot famili man though love brother genuin still misguid overal b film good product valu satisfi improb stori tell,0,0.970415807811,0,0.029584192189299998
note follow-up set rec art sf written rather rec art sf movi done purpos whole wide world film review steve rhode copyright num4 steve rhode eye may play trick titl movi whole wide world not world wide web mani comput type probabl pars name sever time get right film not net someon known greatest pulp fiction writer whole wide world real reason see film catch new star jerri maguir rene zellweg one movi 's two lead role although classic three tissu end rest pictur remark unmov portray two charact full potenti flat texa prairi movi save emot impact end cinematographi claudio rocha gorgeou may rememb stun work pictur bride show texa best -- full reddish golden color prettiest imag sunset forest canopi warm invit well best sequenc camera pan slowli highest branch seemingli insignific peopl make live produc pulp fiction not easi reveal solut stretch out verbos bob not prime date materi idea good time drivin blabbin frequent movi herein lie major problem film screenwrit michael scott myer rare give anyth say worth hear even stem defici book myer abl fix compound dan ireland 's meander direct lui colina 's loos edit ingredi good movi mixtur given not gel two lead give good perform rest cast especi novalyn 's women friend weak found texan spoken sign soda fountain quit iron sinc charact even attempt accent come weak vagu southern accent small texa town advent televis sure accent would thick could cut knife not even close no matter hard zellweg d'onofrio tri movi never made care charact zellweg 's part made earnest touch script d'onofrio 's reduc quirki final came time break out kleenex eye stay dri peopl audienc whimper never intrigu film promis stori disappoint deliveri whole wide world run num num2 rate pg coupl mild cuss word no sex nuditi violenc given matur theme kid would probabl nine ten interest show although film moment not compel cinema give mild thumb one top film year must see film excel show look averag movi kind enjoy poor show not wast money num one worst film year total unbear opinion express mine not meant reflect employ 's,2,0.054212211753099995,7.676195446989999e-33,0.9457877882469999
peopl sens semin event alter cours histori local funni heartwarm script lewi colick base homer h hickam jr 's book not impress actual blue-collar misnom minework tenaci idealist homer hickam jake gyllenha give winsom perform root everi second achiev dream lung certain give out eventu may die accid energet num4 's song like iron 'll day die enliven scene humor script keep stori firmli out maudlin area upbeat film genuin poignanc touch heart boy teacher miss riley play wonder key support role laura dern encourag effort first place winner nation scienc fair receiv colleg scholarship stori contain enough technolog discuss without becom pedant chri cooper perform dare unlik play father hint heart gold even outcom never realli doubt stori take sever quit surpris twist way satisfi conclus caus mani teari eye even feel like seen similar fiction stori rare emot wallop sure stay epilogu old color movi lead charact shown rate pg mild profan brief teen sensual alcohol use themat element movi would fine kid around num num2 depend interest seriou movi san jose area play amc centuri theater,1,0,0.999987769723,1.22302774689E-05
produc jane rosenth barri levinson robert deniro director barri levinson mpaa rate r profan adult theme run time num2 minut know watch truli brilliant piec socio-polit satir even laugh not sure whether not actual cring fear countri strangelov inspir kind reaction network moment h work magnific script hilari henkin david mamet director barri levinson creat kind film leav teary-ey laughter slack-jaw astonish dark audac premis wag dog feel torn today 's scandal-fil headlin wag dog roll out hilari situat punish frequenc virtual imposs select highlight subtl scath barb target media lap imag provid presid 's peopl far readili ride wave rather buck tide like finest satir wag dog absurd enough hilari plausibl enough alarm truli impress thing henkin mamet 's script find time amid comic pot-shot creat genuin fascin charact stanley motss hoffman play motss insecur mogul determin achiev recognit feel unfairli deni even though breen continu insist particular stori never becom one war stori easili hoffman 's best perform decad sli funni angri self-absorb infuri absolut delight though wag dog focus almost entir action presid 's shadow cabinet not exactli indict polit dirti trick anyth real villain wag dog american peopl -- not accept phoni war make necessari first place script strongli suggest accus made against presid fals fact matter instantli irrelev wag dog dazzl thought-provok entertain altern tickl slap face provid warn easi keep make fool out us keep make easi see moviepag detail repli messag subject line subscrib,1,0,1,9.871115188529998e-75
cast willek van ammelrooy jan decleir el dotterman thyrza ravesteijn dora van der groen marina de graaf director marleen gorri produc han de weer antonino lombardo judi counihan screenplay marleen gorri cinematographi willi stassen music ilona seckaz u distributor first look pictur dutch subtitl antonia 's line director marleen gorri fourth featur film won popular film award num4 's toronto film festiv not hard understand small dutch film headi life- affirm mixtur drama comedi romanc tragedi philosophi art confront death atheist 's point-of-view show even though one danc danc death one sens new begin grave transform corps fresh nutrient soil movi progress highlight variou episod live charact gorri imbu charact sens uniqu come care whether around entir film small portion stori flow smoothli event event balanc dispar element madcap humor daniel 's vision grandmoth rise coffin break choru blue heaven shock violenc two rape obviou flaw structur antonia 's line over-reli upon voiceov narr time plot easili advanc tell instead show antonia 's line themat rich motion pictur visual style similar denni potter 's work penni heaven sing detect celebr paint math music form creativ express gentli advanc director 's feminist agenda illustr women thrive not surviv without men final line antonia 's line long chronicl draw conclus noth end often case life stori brought screen heartfelt realism aid fine cast give unaffect perform gorri fashion rare wonder world capabl provok laughter tear -- sometim time,1,1.9251805332699996e-148,0.999963601182,3.63988184076E-05
carl theodor dreyer 's emot intens masterpiec passion joan arc soundli evok passion reson franc 's heroin soul countri burn stake num4 heret num4 made saint time heal wound not reli standard techniqu use silent film time frame avant-gard surrealist 's vision radic num4 debunk church danish filmmak dreyer concentr make intens person film film elud known style passion joan arc featur mani close-up joan ren e maria falconetti judg use symbol church show extent author though film appear shot without long medium shot not case seem way dreyer reason get truth without interfer made isol shot joan show alon accus soldier peasant watch trial shot becam abstract allow think sole close-up style forc concentr main player truth trial attent not divert direct geniu dreyer assembl cast perfectli suit part major reason work art critic acclaim icon histori filmmak absorb pick skin-deep beauti makeup saw soul simplic natur no actor wore makeup everi attempt made make thing seem natur possibl dreyer reward choic actress get one greatest magic perform ever seen histori film falconetti interestingli enough never made anoth film instead chose go back light comedi stage except brief respit repeat joan role french stage rest cast also inspir time mixtur profession actor chosen bistro opt cast english gener warwick someon real-lif cafe-keep film 's open studi stark contrast two shot recur theme film histor event seem etern joan know noth joan done god sent shall resum wear woman 's dress filmmak trial auster easi believ actual trial take place scene intens shot stagehand brought flower occas dreyer made gestur take tear gentli hand move tribut perform power film 's spiritu sens lay moral rectitud joan willing not forego suffer captur one 's imagin dreyer 's version joan- film almost complet version- ignor joseph delteil 's slight novel film base on- dreyer recogn joan ultim took stand oppos social author determin true natur prepar offer whatev self- sacrific requir contrast honest gaze exhibit close-up joan seem much better person pack phoni forc look condemn forc see face evil contrast face good person dreyer 's abstract stick shot take see see grow leav feel real sorrow final burn stake trial seem film took day two went five month actual one memor film ever made one hard forget end bleakest note joan burn stake front group griev spectat,1,2.917203716239999e-139,0.9999916534569999,8.34654278704E-06
man not acclaim coen brother director co-writ joel co-writ ethan exquisit film noir shot fine grain color stock print gorgeou express black white movi premier year 's cann film festiv tie best director award argu coen brother pictur acquir tast guess peopl still acquir like film other not big lebowski hate got mix review brother art thou love everybodi love fargo not lead charact ed crane also stori 's constant narrat handi sinc ed 's taciturn kind guy build flame would probabl stay silent figur wait someon els yell fire thornton 's minimalist perform perhap best piec act ever done everi time appear screen time freez set late num4 land yacht still class movi take place mainli interior set although cruis countri road form film 's impress visual ed not much ambit desir life would probabl peopl stop gab much bad toupe poorli fit suit pudgi bodi creighton not exactli sort inspir confid describ ed revolutionari new process call dri clean ed 's stori propos typic script 's wonder dri sens humor not want get know better ask needless say complic along way lead trial attorney big ego -- litig not capitul -- firm believ esoter defens strategi employ heisenberg uncertainti principl even not ever seem get name right coupl small subplot add littl varieti anoth concern ed 's interest growth style hair add delic spice plot without ever spoil quiet movi littl ambient sound occasion staccato piano piec aforement stun cinematographi allow one concentr pictur 's best aspect billi bob thornton 's pensiv yet subtli nuanc facial express alon worth price admiss rate r scene violenc would accept teenag son jeffrey age num2 found not cup tea give num/num star found lead charact uninterest movi bore posit comment comedi okay send letter word subscrib subject line,1,1.0159149070399998e-101,0.999869558054,0.000130441945806
low-budget inan cheesi messag sci-fier poor qualiti laughabl entertain way goofi film sometim clunki messag film way film present clunki world 's nation work peac not get nuclear arm race invad act offer proof deliv warn hockey game took mind off puck proper world stage deliv messag classic bad sci-fi b-movi highli recommend understand film not good enjoy like mainli banal dialogu deliv robot tone,0,1,0,4.86393965714E-21
french director eric rohmer 's third film coming-of-ag stori comic look human condit beauti film natur way slight stori evolv tens get love desir becom main topic burn ordinari charact mind rohmer make sport adult phoni one talk straight tongu paulin charm stori gossip lie pervers paulin see grow summer see deceit adult rohmer without strong plot abil charact play out realist way let word action becom exampl realli paulin come vacat worthwhil summer romanc pleasur film simplic even not deep stori natur way film make pleasant view experi probabl remind viewer similar experi might beach,2,0.000783153184706,0.028176402572699998,0.971040444243
sometim term high concept not film justic critic partli blame sinc use term perjor refer studio tendenc mix match star previous success film plot creat easy-to-sel easy-to-digest packag certainli not describ truman show though premis high concept come num2-year-old man name truman burbank jim carrey gradual becom awar entir life subject care control num2-hour-a-day documentary/soap opera call truman show popular program televis histori no noth easi digest truman show exactli make brilliant master conceiv execut thought-provok hilari truman show everyth studio film-mak almost never would easi enough prais film sky simpli creat world seamlessli nearli num2 minut director peter weir permit isol intrus real world reacion viewer wrap viewer inescap realiti truman live emot content behind premis make truman show far clever exercis style jim carrey 's perform truman decept complex play charact often behav forc good natur sit-com charact truman like child thumb domin parent add depth charact christof ed harri show creator director small moment see christof behav concern tender father twist control love begin appear truman show touch-fe triumph spirit stori complet swell string note weir writer andrew niccol gattaca come materi subvers satir angl much truman truman show also phenomenon televis viewership specif phenomenon blame media give peopl want truman show recogn nation voyeur jeer programm pander voyeurist natur film 's memor moment may final scene heroic final twist know nod fact alway audienc next truman show stuff high concept kind final put emphasi high see moviepag detail repli messag subject line subscrib,1,5.344152081429998e-153,1,1.09672787071E-20
sinc film not director film 's star charlton heston suggest peopl univers get orson direct heston 's version magnific photograph emphas contrast dark light shade film great cinematograph russel metti abet imagin tale whose main stori downfal sleazi obes lawman play sheer brillianc orson b-film power hard-boil weak-mind upper-studio head univers could handl video came out 'num2 interpret three re-edit version far remov way orson want seen film end box offic disappoint give ammo hollywood said could make art film not commerci one orson refus recogn version univers sent movi theater film fact call 'odiou thing never fulli receiv recognit film gotten masterpiec even consid film critic disappoint well film not compar masterpiec citizen kane film nevertheless got recogn abroad especi french new wave director eventu film start get follow among young intellectu countri start get recognit poetic visionari origin film film thing film never technic hard-hit baroqu thriller first film natur dialogu move car arguabl greatest open shot film histori visual impact set featur 's charact tens stori follow orson use hand-held camera special not wide-angl shot constant intercut abl keep action flow stori suspens film restor somewhat num4 video distribut pick run time first shown num2 minut back origin time num3 minut num4 film final piec togeth memo orson sent studio hack director 's scene cut pick addit three minut effort restor film way orson origin shot allow stori becom clearer film shape artist want closest could get way orson film sinc pass away num4 no idea els may want film spoiler not want follow rest stori pleas stop read point resum read last paragraph make point film subtl beauti scene restor version look machin kill fan cinema pleas restor work see chanc judg version masterpiec no doubt choic cinefil thank must go out put worthwhil effort get restor accomplish,1,0,1,6.117562357479999e-76
