text,crowd_label,conf0,conf1,conf2,conf3,conf4
rt mention_ nfl lawyer work columbiau physic dept deflateg no one know footbal better columbia url_,0,0.6286,0.09284999999999999,0.09284999999999999,0.09284999999999999,0.09284999999999999
rt mention_ nfl lawyer work columbia univ physic depart deflateg probe url_,0,1.0,0.0,0.0,0.0,0.0
earnest apolog bob kraft baltimor sport report scott garceau deflateg url_,0,1.0,0.0,0.0,0.0,0.0
mention_ steve mongo mcmichael join us chat deflateg first mention_ say bull trend,0,0.6724,0.0819,0.0819,0.0819,0.0819
everybodi washington pretti good time deflateg stuff found eastwenatche pnw ncw url_,0,0.6664,0.0834,0.0834,0.0834,0.0834
like belichick scienc class deflateg rt mention_ easi quickli deflat footbal url_,0,0.6721,0.08197499999999999,0.08197499999999999,0.08197499999999999,0.08197499999999999
not fan nfl mention_ fine lynch hat still act like deflateg rageric nbd no sbnum2,1,0.074125,0.7035,0.074125,0.074125,0.074125
crazi fast mention_ drop rhe deflateg coverag bradi belichick kraft came out deni involv,0,0.6462,0.08845,0.08845,0.08845,0.08845
nfl execut lie deflat patsua ball realli video url_ via mention_ deflateg,0,0.6429,0.089275,0.089275,0.089275,0.089275
deflateg espn nfl great thing go get resolv url_,0,0.6805,0.079875,0.079875,0.079875,0.079875
pro footbal talk itua easi quickli deflat footbal news regard deflateg slow e ... url_,0,0.6611,0.084725,0.084725,0.084725,0.084725
pretti sure go world deflateg,2,0.0,0.0,1.0,0.0,0.0
robert kraft rail against legitimaci deflateg ... believ said url_,0,0.6724,0.0819,0.0819,0.0819,0.0819
mention_ mention_ right adrian peterson miss num2 game bradi belicheat start sunday deflateg,0,0.6607,0.08482500000000001,0.08482500000000001,0.08482500000000001,0.08482500000000001
rt mention_ deflateg ... .whatev man ... .inflat url_ url_,2,0.08050000000000002,0.08050000000000002,0.6779999999999999,0.08050000000000002,0.08050000000000002
least like camera restroom deflateg ballghazi mention_,1,0.0,1.0,0.0,0.0,0.0
mention_ qualifi week 's sign apocalyps deflateg,0,0.6991,0.07522499999999999,0.07522499999999999,0.07522499999999999,0.07522499999999999
rt mention_ num2 deflateg mention_ stori mention_ said not enough staff cover beacon hill mapoli hu_,0,0.7179,0.070525,0.070525,0.070525,0.070525
pv=nrt anyon n.f.l investig seek consult columbia physicist patriot deflat footbal url_ deflateg,0,0.6613,0.084675,0.084675,0.084675,0.084675
mention_ mull fine lynch 's hat still cricket partiot cheat url_ via mention_ deflateg liar,3,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.6667,0.08332500000000001
nfl lawyer work columbia univ physic depart deflateg probe url_ url_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ littl deflateg patriot humor happi friday url_,1,0.07727500000000001,0.6909,0.07727500000000001,0.07727500000000001,0.07727500000000001
deflateg take num2 second deflat ball tom bradyua uisoftu prefer bonu rule num url_,1,0.07142499999999999,0.7143,0.07142499999999999,0.07142499999999999,0.07142499999999999
deflateg doubt ask bill url_,0,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.08332500000000001
still talk deflateg url_ superbowlxlix mention_ mention_ mention_ mention_,0,0.6441,0.088975,0.088975,0.088975,0.088975
.mention_ either robert kraft roger goodel take anoth legaci bodi blow deflateg decis come url_,0,0.6409,0.089775,0.089775,0.089775,0.089775
rt mention_ raw video steeler legend hine ward talk w/ mention_ sbnum2 deflateg url_ url_,0,1.0,0.0,0.0,0.0,0.0
patriot use deflat ball tell us deflateg url_,0,0.6792,0.0802,0.0802,0.0802,0.0802
deflateg super bowl stem lesson url_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ next mention_ mention_ mention_ mention_ share take mention_ xlix pat seahawk matchup u_,0,0.6538,0.08654999999999999,0.08654999999999999,0.08654999999999999,0.08654999999999999
itua easi quickli deflat footbal news regard deflateg slow enlarged-prost ... url_,2,0.08962500000000001,0.08962500000000001,0.6415,0.08962500000000001,0.08962500000000001
rt mention_ science- neil degrass tyson wrong not afraid admit url_ via mention_ defu_,0,0.6774,0.08065,0.08065,0.08065,0.08065
report deflat num2 footbal num2 second deflateg url_,0,0.6724,0.0819,0.0819,0.0819,0.0819
mention_ mention_ mention_ mention_ sayin deflateg url_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ stratasi say 3d footbal not need inflat deflateg proof appar video url_ via mention_,3,0.06845000000000001,0.06845000000000001,0.06845000000000001,0.7262,0.06845000000000001
mention_ deflateg nye made larg error calc test test done correctli carnegi mellon url_,0,0.6683,0.082925,0.082925,0.082925,0.082925
welcom patriotsn next year dalla cowboysn deflateg lulz myson url_,1,0.0,1.0,0.0,0.0,0.0
heard deflateg well today deflat cake thank tast ... url_,0,0.6574,0.08565,0.08565,0.08565,0.08565
best thought deflateg came mention_ monday morn podcast first num2 minut url_,0,0.6724,0.0819,0.0819,0.0819,0.0819
mention_ mention_ mention_ sign parti citi deflateg shrinkag url_,0,1.0,0.0,0.0,0.0,0.0
next season pat fumbl increas nfl avg kraft s/d admit guilt nfl deflateg mention_,3,0.0965,0.0965,0.0965,0.614,0.0965
rt mention_ photo clickgat uimention_ real deflateg freak out ae url_ url_,0,0.6877,0.078075,0.078075,0.078075,0.078075
stop rhetor everybodi ok. sinc pple/team someth wrong make right deflateg,3,0.0,0.0,0.0,1.0,0.0
still not heard goodel mention_ comment deflateg wonder mysuperbowltak shadi conflictofinterest kraftshomeboy,0,0.65,0.0875,0.0875,0.0875,0.0875
mention_ stand marshawn get fine deflateg,0,0.6607,0.08482500000000001,0.08482500000000001,0.08482500000000001,0.08482500000000001
mention_ mention_ mention_ lol' attent marshawn get mention_ instead deflateg potecttheshield,0,0.7018,0.07455,0.07455,0.07455,0.07455
silli deflateg asid fascin number patriot becam nearli fumble-proof rule chang url_,0,1.0,0.0,0.0,0.0,0.0
deflateg may tip pigskin imagin nfl wealthi owner call shot player told url_,0,1.0,0.0,0.0,0.0,0.0
bill nye scienc guy explain deflateg think worri climatechang instead url_,2,0.0862,0.0862,0.6552,0.0862,0.0862
mention_ mention_ think mention_ saw someth els bradi press confer deflateg url_,0,1.0,0.0,0.0,0.0,0.0
nfl worri imag r go fine mention_ hat mention_ r cheat deflateg cover,3,0.077875,0.077875,0.077875,0.6885,0.077875
mention_ use deflateg reason sell home no need watch footbal sunday,0,0.6839,0.07902500000000001,0.07902500000000001,0.07902500000000001,0.07902500000000001
still talk deflateg num2+ day later url_ superbowlxlix pr mention_ mention_ mention_ mention_,0,0.6552,0.0862,0.0862,0.0862,0.0862
patriot locker-room attend num/num2 deflateg,1,0.0,1.0,0.0,0.0,0.0
rt mention_ love uimention_ today 's best editori cartoon url_ url_ deflateg,1,0.0819,0.6724,0.0819,0.0819,0.0819
fughetabout deflateg ton bigger issu requir attention..such support mental health bellletstalk,2,0.0,0.0,1.0,0.0,0.0
rt mention_ deflateg report deflat num2 footbal num2 second url_ tcot pjnet gop,0,0.6842,0.07894999999999999,0.07894999999999999,0.07894999999999999,0.07894999999999999
rt mention_ time sunday mention_ creat bradi ball deflat num2num pound chocol footbal url_,1,0.079575,0.6817,0.079575,0.079575,0.079575
rt mention_ locker room attend deflateg continu url_ url_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ not 1st time mention_ 's ball made wood check out epic deflateg experi mention_ url_,1,0.0,1.0,0.0,0.0,0.0
num2 min mention_ today 's show nba look around kobe bryant 's futur deflateg come num2 min,0,1.0,0.0,0.0,0.0,0.0
mention_ mention_ mention_ got fine num3k hold dick celebr pat got fine num2k deflateg,1,0.0,1.0,0.0,0.0,0.0
rt mention_ deflateg hogwash not bother patriot say kraft mention_ url_ url_,0,1.0,0.0,0.0,0.0,0.0
shut boomer not even express opinion deflateg richardsherman fine boomeresiason say url_,0,0.7035,0.074125,0.074125,0.074125,0.074125
rt mention_ piti american people-world economi brink mani think deflat matter trick footbal not mass jou_,2,0.0,0.0,1.0,0.0,0.0
rt mention_ mention_ great analysi mention_ explor say much deflateg stat url_,0,1.0,0.0,0.0,0.0,0.0
mention_ best deflateg parodi ever mention_ url_,1,0.08875,0.645,0.08875,0.08875,0.08875
rt mention_ today 's show nba look around kobe bryant 's futur deflateg come num2 min,0,1.0,0.0,0.0,0.0,0.0
restaur intercept deflateg url_ via mention_,0,1.0,0.0,0.0,0.0,0.0
come feel differ bestteamwin gopat ahrexpo deflateg feelthediffer mention_ mention_ url_,4,0.07455,0.07455,0.07455,0.07455,0.7018
answer check home game video ball boy take num2 second leak everi game problem deflateg,1,0.09375,0.625,0.09375,0.09375,0.09375
stratasi say 3d footbal not need inflat deflateg proof appar video url_ via mention_,0,0.6807,0.07982500000000001,0.07982500000000001,0.07982500000000001,0.07982500000000001
forget deflateg bill nye mention_ want 'give f**k climatechang url_ via mention_,0,0.6677,0.08307500000000001,0.08307500000000001,0.08307500000000001,0.08307500000000001
rt mention_ list thing would rather hear deflateg num break arm num catch fire num accident dodo myselu_,1,0.0,1.0,0.0,0.0,0.0
rachel maddow conduct investig deflateg yet ignor benghazicoverup nocred foxnew,2,0.08475000000000002,0.08475000000000002,0.6609999999999999,0.08475000000000002,0.08475000000000002
.mention_ xlix introduct tom bradi ball flat univers wontgetfin mention_ mention_ patriot deflateg,0,0.6538,0.08654999999999999,0.08654999999999999,0.08654999999999999,0.08654999999999999
superbowl fast approach ... say nfl deflateg url_ footbal patriot,0,0.6379,0.090525,0.090525,0.090525,0.090525
today 's show nba look around kobe bryant 's futur deflateg come num2 min,0,1.0,0.0,0.0,0.0,0.0
mention_ cours ball boy take fall deflateg bribe,3,0.0875,0.0875,0.0875,0.65,0.0875
rt mention_ mt got ta love mention_ deflateg url_ mention_ mention_ mention_ mention_ mention_ mississu_,0,0.6833,0.079175,0.079175,0.079175,0.079175
deflateg player alter footbal url_,0,1.0,0.0,0.0,0.0,0.0
fuck u cheat ass patriot _u_ nfl deflateg url_,3,0.0,0.0,0.0,1.0,0.0
next season serial gon na exam possibl suspect ball boy deflat num2 ball num2 sec icantwaitsarah deflateg,1,0.0,1.0,0.0,0.0,0.0
not believ root ne tire deflateg plu sea polici over-pen wear oppnt,2,0.0,0.0,1.0,0.0,0.0
num2 ball num2 second not even tom bradi 's bachelor parti kind action url_ deflateg patriot sbnum2,1,0.0,1.0,0.0,0.0,0.0
ausopen aeand deflateg collid frank deford url_,0,0.6508,0.08729999999999999,0.08729999999999999,0.08729999999999999,0.08729999999999999
mention_ end deflateg 's gon na non-ev,2,0.07835,0.07835,0.6866,0.07835,0.07835
.mention_ mention_ pleas rt share deflateg mention_ ballghazi shrinkag url_,0,0.6413,0.089675,0.089675,0.089675,0.089675
mention_ nfl say person interest deflateg investig person interest homicid,1,0.0,1.0,0.0,0.0,0.0
nfl joke find anyway fine marshawn lynch still not spoke bradi deflateg though _uo__uo__uo__uo__uo__uo__uo_,1,0.087725,0.6491,0.087725,0.087725,0.087725
rt mention_ check out explan scienc behind deflateg mention_ video url_ weather u_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ sick patriot bash turn hateg superbowl nfl deflateg seahawk,2,0.08582500000000001,0.08582500000000001,0.6567,0.08582500000000001,0.08582500000000001
rt mention_ super bowl plan alway includ sober driver url_ drivesob deflateg,1,0.090175,0.6393,0.090175,0.090175,0.090175
num fumbl team num fumbl patriot legarrett accredit deflat footbal deflateg,3,0.079375,0.079375,0.079375,0.6825,0.079375
new england patriot fan pass thru town way super bowl game arizona deflateg url_,0,0.6592,0.0852,0.0852,0.0852,0.0852
mention_ no smoke pyromaniac spike lee deflateg,1,0.090525,0.6379,0.090525,0.090525,0.090525
rt mention_ aww belichick mention_ not want question deflateg well us want real answer disau_,0,0.6607,0.08482500000000001,0.08482500000000001,0.08482500000000001,0.08482500000000001
mention_ mention_ yet pat still get away deflateg,3,0.090525,0.090525,0.090525,0.6379,0.090525
one stori ever need read concern deflateg url_,0,1.0,0.0,0.0,0.0,0.0
winter storm northeast bradi cold think karma tri tell us someth deflateg,1,0.0,1.0,0.0,0.0,0.0
super bowl spot 'hot tub time machin num capit on-go deflateg controversi url_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ wait mention_ spoof deflateg,1,0.0819,0.6724,0.0819,0.0819,0.0819
uimention_ mention_ ... quit make sh*t deflategateuthat back hat,0,0.6508,0.08729999999999999,0.08729999999999999,0.08729999999999999,0.08729999999999999
video uihot tub time machin 2u trailer make deflateg joke url_ url_,1,0.0,1.0,0.0,0.0,0.0
deflateg blow ball guess,1,0.090175,0.6393,0.090175,0.090175,0.090175
mention_ hi mike idea mike kensil aspect not cover seem like lot deflateg,0,1.0,0.0,0.0,0.0,0.0
william zajc columbia physicist uii think itua like not ball manipul deflateg url_,3,0.093225,0.093225,0.093225,0.6271,0.093225
rt mention_ deflateg call peepeeg,1,0.0,1.0,0.0,0.0,0.0
sport media muse nfl insan num best deflateg piec date url_,0,0.6754,0.08115,0.08115,0.08115,0.08115
love uimention_ today 's best editori cartoon url_ url_ deflateg,1,0.079875,0.6805,0.079875,0.079875,0.079875
mention_ msm report deflateg blizzardofnum4 terrorist not critic fail,2,0.07869999999999999,0.07869999999999999,0.6852,0.07869999999999999,0.07869999999999999
bill nye scienc guy deflateg url_,0,1.0,0.0,0.0,0.0,0.0
not wait till kid explain deflateg look like kind idiot,2,0.08050000000000002,0.08050000000000002,0.6779999999999999,0.08050000000000002,0.08050000000000002
mention_ mayb sinu issu affect atmospher condit whoa deflateg,1,0.078575,0.6857,0.078575,0.078575,0.078575
rt mention_ deflateg endur conan o'brien snl jimmi tackl url_ url_,1,0.076625,0.6935,0.076625,0.076625,0.076625
rt mention_ bradi big ball acdc deflateg patriot belichick ohdontdoit superbowl url_,1,0.08305000000000001,0.6678,0.08305000000000001,0.08305000000000001,0.08305000000000001
nfl consult colleagu neil degrass tyson final word deflateg physic mention_ mention_ mention_ sbnum2 ballghazi,0,1.0,0.0,0.0,0.0,0.0
rt mention_ yumm kristin photog zentner eat deflateg cooki turlock url_,1,0.087725,0.6491,0.087725,0.087725,0.087725
fallout deflateg extend puppybowlnum4 mention_ accus bill belichick neuter schnauzer poodl mix name blue pat,1,0.0,1.0,0.0,0.0,0.0
rt mention_ .mention_ newfound obsess psi footbal use nfl game deflateg url_,0,1.0,0.0,0.0,0.0,0.0
.mention_ newfound obsess psi footbal use nfl game deflateg url_,0,0.6459,0.08852499999999999,0.08852499999999999,0.08852499999999999,0.08852499999999999
confirm mention_ footbal not inflat properli deflateg url_,0,0.6568,0.08579999999999999,0.08579999999999999,0.08579999999999999,0.08579999999999999
uimention_ not need love need _u_uou_uo url_ insid locker new england patriot ball boy deflateg,1,0.0,1.0,0.0,0.0,0.0
mention_ mention_ curiou anyon interview we welker deflateg sorri miss,0,1.0,0.0,0.0,0.0,0.0
btw got troubl irl make joke deflateg boston ppl not chill might expect,0,0.6247,0.09382499999999999,0.09382499999999999,0.09382499999999999,0.09382499999999999
interest superbowl week news shift deflateg marshawn lynch 's media day comment media realli need stori,2,0.077875,0.077875,0.6885,0.077875,0.077875
rt mention_ ny time nfl get input columbia u. physicist think like not manipul u_,0,1.0,0.0,0.0,0.0,0.0
uiit like not manipul nfl investig seek mention_ physicist deflateg url_,0,0.6604,0.0849,0.0849,0.0849,0.0849
rt mention_ deflateg tom bradi readi move past mpi url_ readi url_,0,0.6374,0.09065000000000001,0.09065000000000001,0.09065000000000001,0.09065000000000001
mention_ jb smoov lol deflateg url_,0,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.08332500000000001
deflateg nfl 's plow ramp interest superbowl noth els no num outsid seattl boston care game,2,0.0,0.0,1.0,0.0,0.0
mention_ mention_ mention_ mention_ wind chang mike kensil crosshairsnumget readi folk deflateg fraudwatch sbnum2,3,0.079925,0.079925,0.079925,0.6803,0.079925
deflateg nfl must make new rule- team must play oppon ball url_,1,0.079575,0.6817,0.079575,0.079575,0.079575
first last time watch view sinc nicol wallac share opinion deflateg fact read speak,4,0.096975,0.096975,0.096975,0.096975,0.6121
uimention_ belichick say respons deflateg url_ mention_ mention_ unitebiu mention_,0,1.0,0.0,0.0,0.0,0.0
mention_ sorri dude not think could reach deck num2 row back _u deflateg,1,0.08332500000000001,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001
deflateg nflvssea evid seem overwhelm bradi key scandal url_,0,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.08332500000000001
mention_ norm uncomfort would one person bathroom num pair ball deflateg,1,0.0,1.0,0.0,0.0,0.0
mention_ mt belichick bradi mention_ favor cut mention_ nfl deflateg url_,0,0.6792,0.0802,0.0802,0.0802,0.0802
wonder vega casino take bet level air pressur footbal use super bowl deflateg,1,0.0,1.0,0.0,0.0,0.0
peopl worri deflateg relax judg super bowl 's success way judg rest commerci,1,0.090525,0.6379,0.090525,0.090525,0.090525
rt mention_ renew energi power entir superbowlxlix includ footbal pump url_ deflateg solar,1,0.0834,0.6664,0.0834,0.0834,0.0834
url_ deflateg report deflat num2 footbal num2 second cnrapp,0,0.6792,0.0802,0.0802,0.0802,0.0802
mention_ num2 best social media refer deflateg url_ url_ mention_ mention_ mention_,0,1.0,0.0,0.0,0.0,0.0
editori cartoon good deflateg url_,0,0.6393,0.090175,0.090175,0.090175,0.090175
mention_ count superbowl time inflat brawl deflat ball lol deflateg,1,0.0,1.0,0.0,0.0,0.0
deflateg 's name mention_ mention_ url_,0,0.6792,0.0802,0.0802,0.0802,0.0802
live-stream ag nomine loretta lynch 's hear cabl news still deflateg,0,0.6502,0.08745,0.08745,0.08745,0.08745
not everyon take num2 inflat footbal bathroom game deflateg,1,0.08182500000000001,0.6727,0.08182500000000001,0.08182500000000001,0.08182500000000001
deflateg nflvssea predict machin pick seahawk patriot super bowl xlix ac cb dalla fort worth url_,0,1.0,0.0,0.0,0.0,0.0
mention_ uii think seriou cheat disqualified.u mention_ deflateg url_ mention_,3,0.07142499999999999,0.07142499999999999,0.07142499999999999,0.7143,0.07142499999999999
deflateg report deflat num2 footbal num2 second url_ url_,0,0.6415,0.08962500000000001,0.08962500000000001,0.08962500000000001,0.08962500000000001
rt mention_ kim kardashian loui c.k other say footbal scandal deflateg url_,0,1.0,0.0,0.0,0.0,0.0
mention_ footbal not part deflateg,0,0.6901,0.07747499999999999,0.07747499999999999,0.07747499999999999,0.07747499999999999
two biggest scum team leagu play super bowl reserv rant deflateg failmari hoodiecoach slum,3,0.08182500000000001,0.08182500000000001,0.08182500000000001,0.6727,0.08182500000000001
mention_ locker room attend reportedli deflat footbal bathroom url_ deflateg,1,0.091475,0.6341,0.091475,0.091475,0.091475
rt mention_ school mr whippl not squeez ball not practic deflateg tombradi url_,1,0.0,1.0,0.0,0.0,0.0
mention_ got ta love mention_ deflateg url_ mention_ mention_ mention_ unitebiu mention_,0,1.0,0.0,0.0,0.0,0.0
mention_ count superbowl time inflat brawl deflat ball lol deflateg,1,0.0,1.0,0.0,0.0,0.0
strong interest patriot ball boy 's regular tire tic tac sourc creepi vendetta deflateg,2,0.08332500000000001,0.08332500000000001,0.6667,0.08332500000000001,0.08332500000000001
bill nye scienc guy break scienc deflateg url_ url_,0,0.6746,0.08135,0.08135,0.08135,0.08135
bill belichek like bill ball-he-check high five room drop mike retir deflateg,1,0.08080000000000001,0.6768,0.08080000000000001,0.08080000000000001,0.08080000000000001
rt mention_ sorri bradi mastermind behind deflateg beilletstalk,1,0.08332500000000001,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001
superbowl 'hot tub time machin num spot mock deflateg url_,1,0.084675,0.6613,0.084675,0.084675,0.084675
mention_ happi ne right everyon take lynch instead deflateg,0,0.6333,0.091675,0.091675,0.091675,0.091675
mention_ interest ... love deflateg hashtag though everyth good tire pressur checkingin,1,0.07339999999999999,0.7064,0.07339999999999999,0.07339999999999999,0.07339999999999999
deflateg nflvssea neil tyson georg r.r martin final weigh deflateg url_,0,1.0,0.0,0.0,0.0,0.0
uimention_ deflateg mention_ put perspect url_ url_ mississippi,0,1.0,0.0,0.0,0.0,0.0
caus nfl problem deflateg url_,0,0.6333,0.091675,0.091675,0.091675,0.091675
uimention_ welp no camera exist bathroom deflategateu mention_,0,0.6721,0.08197499999999999,0.08197499999999999,0.08197499999999999,0.08197499999999999
patriotsua involv deflateg godsend mention_ url_ latest 2pe mention_ reider,0,1.0,0.0,0.0,0.0,0.0
mention_ mention_ mention_ mention_ walk air deflateg,0,1.0,0.0,0.0,0.0,0.0
rt mention_ absolut love articl mention_ deflateg url_ via mention_,0,1.0,0.0,0.0,0.0,0.0
mention_ low pressur system deflateg blizzardofnum4 mention_ url_ url_ mention_,0,0.6833,0.079175,0.079175,0.079175,0.079175
rt mention_ rogu ball boy ... deflateg ballghazi nfl url_,0,0.6613,0.084675,0.084675,0.084675,0.084675
rt mention_ mention_ play ball even video url_ deflateg,1,0.090175,0.6393,0.090175,0.090175,0.090175
rt mention_ mention_ check air pressur mention_ truck think tire might need air deflateg gobroncou_,1,0.0,1.0,0.0,0.0,0.0
mention_ low pressur system deflateg blizzardofnum4 mention_ url_ url_ mention_,0,0.6333,0.091675,0.091675,0.091675,0.091675
rt mention_ ball inflat given ref ref feel go low ball enter game deflateg u_,0,0.6321,0.091975,0.091975,0.091975,0.091975
ye cheat alot differ never lie own it.u -john madden url_ deflateg mention_,3,0.09375,0.09375,0.09375,0.625,0.09375
see larri say deflateg url_,0,1.0,0.0,0.0,0.0,0.0
lol liquor store town intens feel superbowl patriot footbal deflateg url_,1,0.08482500000000001,0.6607,0.08482500000000001,0.08482500000000001,0.08482500000000001
uimention_ no deflateg ... url_ snl url_ mention_ mention_ unitebiu mention_,0,0.6888,0.07780000000000001,0.07780000000000001,0.07780000000000001,0.07780000000000001
nflvssea deflateg buzz continu cloud super bowl age url_,0,0.6613,0.084675,0.084675,0.084675,0.084675
nfl focus patriot locker-room attend url_ anyon els get tire deflateg,2,0.08729999999999999,0.08729999999999999,0.6508,0.08729999999999999,0.08729999999999999
guid deflategate/ ballghazi-rel statist analys url_ url_,0,1.0,0.0,0.0,0.0,0.0
wordcrushwednesday continu *fulminate* deflateg guess air not gone out stori url_,1,0.087975,0.6481,0.087975,0.087975,0.087975
uimention_ bill nye mention_ explain scienc behind deflateg url_ url_ mention_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ mention_ mention_ must also see url_ beastmod deflateg,0,1.0,0.0,0.0,0.0,0.0
uimention_ hilari check front stock hat deflateg url_ mention_ mention_,1,0.08332500000000001,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001
major peopl think pat cheat hater know cowboy fan felt num2 deflateg nfl hater,4,0.0,0.0,0.0,0.0,1.0
feel bad kid made scapegoat deflateg not believ deflat ball second,4,0.0802,0.0802,0.0802,0.0802,0.6792
rt mention_ mention_ not nonsens cheat ignor not defens per mention_ deflateg delatriot mention_,3,0.0796,0.0796,0.0796,0.6816,0.0796
wait bill nye chime unboil egg discoveri uc irvin prof deflat footbal runni yolk deflateg,0,0.6271,0.093225,0.093225,0.093225,0.093225
one year ago nflua mention_ buzzscor num2 compar current score num deflateg url_,0,1.0,0.0,0.0,0.0,0.0
1st time histori biggest stori unum sport econom exactli deflat deflateg deflater,0,0.6726,0.08185,0.08185,0.08185,0.08185
shockwav design crash browswer fuck time good job develop impress bless deflateg,0,0.6574,0.08565,0.08565,0.08565,0.08565
hoda daughter w. bush make good point deflateg ... mustbethewin url_,0,0.6557,0.08607500000000001,0.08607500000000001,0.08607500000000001,0.08607500000000001
mtuimention_ neil degrass tyson admit wrong deflateg url_ mention_ url_,0,0.6548,0.08629999999999999,0.08629999999999999,0.08629999999999999,0.08629999999999999
live superbowlxlix guy espn 's sport yell talk deflateg week 's show- url_,0,0.6848,0.07880000000000001,0.07880000000000001,0.07880000000000001,0.07880000000000001
saw new england patriot balloon wonder inflat enough deflateg,1,0.0,1.0,0.0,0.0,0.0
mention_ mention_ marino explain miss piec everi team prep num2 ball bathroom switch deflateg,1,0.08057500000000001,0.6777,0.08057500000000001,0.08057500000000001,0.08057500000000001
play devil 's advoc deflateg url_ url_,0,1.0,0.0,0.0,0.0,0.0
mean hateg rt mention_ deflateg nutshel url_,0,0.6949,0.07627500000000001,0.07627500000000001,0.07627500000000001,0.07627500000000001
compel evid patriot cheat url_ deflateg cheater,3,0.07567499999999999,0.07567499999999999,0.07567499999999999,0.6973,0.07567499999999999
deflateg spill onto soccer field ronaldo put foot ball url_,1,0.0,1.0,0.0,0.0,0.0
num2 second gap deflateg video jodi foster took ball dad weird beach,1,0.0819,0.6724,0.0819,0.0819,0.0819
mention_ thought deflateg hilari _uau,1,0.0,1.0,0.0,0.0,0.0
nfl seek scienc 's help deflateg investig hors track url_ url_,0,1.0,0.0,0.0,0.0,0.0
govern screw stem manpow project lead num4-num2 retrench deflateg solut stemnotlaw,1,0.08050000000000002,0.6779999999999999,0.08050000000000002,0.08050000000000002,0.08050000000000002
mention_ mention_ must also see url_ beastmod deflateg,0,1.0,0.0,0.0,0.0,0.0
footbal look littl flat see patriot alreadi made phoenix deflategateu_ url_,0,0.6307,0.09232499999999999,0.09232499999999999,0.09232499999999999,0.09232499999999999
bostonblizzard -- divin retribut deflateg,1,0.08065,0.6774,0.08065,0.08065,0.08065
deflateg 'beast mode persona reson seahawk num2th man sport wmur home url_ via mention_,0,1.0,0.0,0.0,0.0,0.0
.mention_ say stupid big deal deflateg turn url_,2,0.0,0.0,1.0,0.0,0.0
happen ask happen url_ deflateg beastmod,0,1.0,0.0,0.0,0.0,0.0
.mention_ parodi tom bradi blame global warm deflat footbal url_ deflateg,1,0.0,1.0,0.0,0.0,0.0
icymi promis inflat pig skin aka chicharron sunday 's game time menu mention_ bmore watch us deflateg,1,0.0,1.0,0.0,0.0,0.0
finish mention_ w/ mention_ mention_ talk deflateg nfl owe pat apolog url_,0,0.6568,0.08579999999999999,0.08579999999999999,0.08579999999999999,0.08579999999999999
absolut love articl mention_ deflateg url_ via mention_,0,0.6833,0.079175,0.079175,0.079175,0.079175
sesam street tackl patriot win deflateg url_,1,0.093225,0.6271,0.093225,0.093225,0.093225
marshawn lynch not talk media not import ne patriot deflateg nfldeflect yall fell,3,0.07995,0.07995,0.07995,0.6802,0.07995
mention_ bought coke foxboro day flat deflateg,1,0.085725,0.6571,0.085725,0.085725,0.085725
next season pat fumbl rate increas nfl avg kraft s/d admit guilt nfl deflateg,1,0.08147499999999999,0.6741,0.08147499999999999,0.08147499999999999,0.08147499999999999
mention_ also vote gw twice take worth deflatemybal deflateg deflatethi patriotsn patriot,4,0.0,0.0,0.0,0.0,1.0
knew mention_ brilliant famou deflateg url_,0,0.6756,0.0811,0.0811,0.0811,0.0811
still funni right deflateg url_,1,0.076925,0.6923,0.076925,0.076925,0.076925
thinkin droppin autograph deflat bball honor deflateg support thedrewdoc wdyt lol drewdoc,1,0.077675,0.6893,0.077675,0.077675,0.077675
know num2 notori nfl scandal url_ deflateg superbowlxlix quiz url_,0,1.0,0.0,0.0,0.0,0.0
conveni solo play belicheat deflateg notcheatingnottri url_,0,0.6885,0.077875,0.077875,0.077875,0.077875
rt mention_ duh mention_ rt mention_ break news nfl zero patriot locker room attend person interest u_,0,0.6459999999999999,0.08850000000000002,0.08850000000000002,0.08850000000000002,0.08850000000000002
rt mention_ uimention_ mention_ rt mention_ nfl zero deflatriot locker room attend person interest u_,0,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.08332500000000001
rt mention_ come newsnat mention_ look blizzardofnum4 aftermath deflateg flotu saudi arabia friu_,0,1.0,0.0,0.0,0.0,0.0
rt mention_ turn out possibl deflat footbal second url_ deflateg,0,1.0,0.0,0.0,0.0,0.0
rt mention_ superbowl 'hot tub time machin num spot mock deflateg url_ url_,1,0.0,1.0,0.0,0.0,0.0
