text,label,conf0,conf1,conf2
citigroup chairman say 'major work done shed asset rob insight globe mai ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup chairman say 'major work done shed asset chairman citigroup inc sa ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup chairman say 'major work done shed asset david henri new york reuter ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup unsustain big url_ citigroup brk,0,1.0,0.0,0.0
num mistak cost trader billion yesterday url_ citigroup brk,0,1.0,0.0,0.0
moves-standard charter metlif state street url_ citigroup brk,0,1.0,0.0,0.0
u.s. citi celebr teach children save day noodl immedi releas citigr ... url_ citigroup brk,0,1.0,0.0,0.0
citi celebr teach children save day busi wire american banker associ ... url_ citigroup brk,0,1.0,0.0,0.0
jp morgan barclay overtak goldman morgan otc energi trade reuter uk focu jp mo ... url_ citigroup brk,0,1.0,0.0,0.0
jp morgan barclay overtak goldman morgan otc energi trade url_ citigroup brk,0,1.0,0.0,0.0
era auster run cours eu reuter brussel reuter franc spain fe ... url_ citigroup brk,0,1.0,0.0,0.0
era auster run cours eu url_ citigroup brk,0,1.0,0.0,0.0
num bank buy right url_ citigroup brk,1,0.0,1.0,0.0
sheila bair call end big fail jay member motley fool blog network -- ... url_ citigroup brk,0,1.0,0.0,0.0
updat num-boston 's financi staff work home lockdown url_ citigroup brk,0,1.0,0.0,0.0
updat num-boston 's financi staff work home lockdown url_ citigroup brk,0,1.0,0.0,0.0
boston 's financi district desert peopl work home url_ citigroup brk,0,1.0,0.0,0.0
bill moyer watch unit state inequ inequ america grea ... url_ citigroup brk,1,0.1669,0.6662,0.1669
revers split curs continu etf sometim revers split work sometim ploy ... url_ citigroup brk,0,1.0,0.0,0.0
asia citi 's new trade financ interact solut set boost oper effici bu ... url_ citigroup brk,0,1.0,0.0,0.0
everi investor feel pressur right url_ citigroup brk,0,0.6588,0.17059999999999997,0.17059999999999997
imf see num2 corpor debt unsustain part europ url_ citigroup brk,0,1.0,0.0,0.0
final trade first move wednesday april num2 url_ citigroup brk,0,0.6582,0.1709,0.1709
unum mover citigroup dish network bank charl schwab dish network bid num2num bill ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup 's cost toxic asset soar legal fee bottom right default state name state ... url_ citigroup brk,0,1.0,0.0,0.0
citi set money asid num heavili trade stock url_ citigroup brk,0,1.0,0.0,0.0
citigroup sprint therav big mover stock move substanti trade heavil ... url_ citigroup brk,0,1.0,0.0,0.0
trade bank earn breakout url_ url_ citigroup brk,0,0.6656,0.16720000000000002,0.16720000000000002
trade not trade fed send insid info url_ citigroup brk,0,0.6573,0.17135,0.17135
trade not trade fed send insid info url_ citigroup brk,0,1.0,0.0,0.0
analysi trade not trade fed send insid info reuter would ... url_ citigroup brk,0,1.0,0.0,0.0
analysi trade not trade fed send insid info url_ citigroup brk,0,0.6602,0.1699,0.1699
sec tell bank improv structur note disclosur file secur exchang c ... url_ citigroup brk,0,1.0,0.0,0.0
lender may split secur busi jpmorgan say url_ citigroup brk,0,0.6772,0.1614,0.1614
citigroup trader bank gain url_ citigroup brk,0,1.0,0.0,0.0
us lawmak lambast fed other hide behind 'trade secret url_ citigroup brk,0,1.0,0.0,0.0
exclus -goldman deal union group let blankfein keep dual role url_ citigroup brk,0,1.0,0.0,0.0
bank rethink branch work bank big small redesign branch ... url_ citigroup brk,0,0.6496,0.17520000000000002,0.17520000000000002
highland suit against ub secur dismiss judg rule url_ citigroup brk,0,1.0,0.0,0.0
bank rethink branch work url_ citigroup brk,0,0.6731,0.16344999999999998,0.16344999999999998
bank rethink branch work url_ citigroup brk,0,1.0,0.0,0.0
'chain cpi rattl elderli soon businessweek switch new ... url_ citigroup brk,0,1.0,0.0,0.0
citia payment analyt win celent model bank award product develop busi wire ... url_ citigroup brk,0,1.0,0.0,0.0
right way think citigroup citi still leviathan turn corn ... url_ citigroup brk,0,1.0,0.0,0.0
right way think citigroup url_ citigroup brk,0,1.0,0.0,0.0
judg weigh fair citigroup 's num3 mln investor pact rob insight globe mail ... url_ citigroup brk,0,1.0,0.0,0.0
judg weigh fair citigroup 's num3 million investor pact url_ citigroup brk,0,1.0,0.0,0.0
judg weigh fair citigroup 's num3 million investor pact new york reuter federa ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup given equal weight rate evercor partner 's stock equal weight ra ... url_ citigroup brk,0,1.0,0.0,0.0
rbc lure wall street debt trader volum u.s. doubl url_ citigroup brk,0,1.0,0.0,0.0
bank say stricter securit rule may hurt lend bank lobbi against internati ... url_ citigroup brk,0,1.0,0.0,0.0
analyst upgrad jpmorgan say stock work weather url_ citigroup brk,0,1.0,0.0,0.0
fight save commun bank georgia commun bank close door ... url_ citigroup brk,0,1.0,0.0,0.0
video fast money final trade url_ citigroup brk,1,0.16625,0.6675,0.16625
mortgag lender charg defraud govern reuter unit state thursday ... url_ citigroup brk,0,1.0,0.0,0.0
u.s. charg n.y. mortgag lender defraud govern reuter unit state ... url_ citigroup brk,0,1.0,0.0,0.0
man citigroup loan behind new york 's corrupt scandal url_ citigroup brk,0,1.0,0.0,0.0
bond trader club lose cachet import market bloomberg primari dealer ... url_ citigroup brk,0,1.0,0.0,0.0
u.s. support citi chicagoua urban prep academi expand project gold improv ... url_ citigroup brk,0,1.0,0.0,0.0
exclus tpg madison dearborn final bidder nfp sourc url_ citigroup brk,0,1.0,0.0,0.0
better buy right citigroup jpmorgan chase url_ citigroup brk,0,1.0,0.0,0.0
wit center malcolm smith briberi case owe num3m citigroup cooper w ... url_ citigroup brk,0,1.0,0.0,0.0
australia citibank sponsor good food wine show num4 melbourn sydney noo ... url_ citigroup brk,0,1.0,0.0,0.0
taiwan second citi futur leader develop program award ceremoni noodl imm ... url_ citigroup brk,0,1.0,0.0,0.0
bank giant undervalu adnan member motley fool blog network -- entri ... url_ citigroup brk,0,1.0,0.0,0.0
standard charter say unumanum consum loan jump num2 num4 url_ citigroup brk,0,1.0,0.0,0.0
fiscal warn two former budget chief two former budget chief work presid ... url_ citigroup brk,0,1.0,0.0,0.0
judg question fair citigroup num3 million settlement toxic mortgag asset bott ... url_ citigroup brk,0,1.0,0.0,0.0
fiscal warn two former budget chief reuter two former budget chief work ... url_ citigroup brk,0,1.0,0.0,0.0
judg question fair citigroup num3 million settlement manhattan feder judg mo ... url_ citigroup brk,0,1.0,0.0,0.0
judg question fair citigroup num3 million settlement rob insight globe ... url_ citigroup brk,0,1.0,0.0,0.0
judg question fair citigroup num3 million settlement url_ citigroup brk,0,0.6731,0.16344999999999998,0.16344999999999998
judg question fair citigroup num3 million settlement reuter manhattan feder ... url_ citigroup brk,0,1.0,0.0,0.0
judg question fair citigroup num3 million settlement jonathan stempel reuter ... url_ citigroup brk,0,1.0,0.0,0.0
vivendi win copyright rule used-digital-song case url_ citigroup brk,0,1.0,0.0,0.0
fighting_to_save_our_community_banks0_num5numjpg georgia commun bank clo ... url_ citigroup brk,0,1.0,0.0,0.0
num2 reason invest bank stock right url_ citigroup brk,1,0.16920000000000002,0.6616,0.16920000000000002
energi secur american job presid barack obama big decis make thi ... url_ citigroup brk,0,1.0,0.0,0.0
blackrock hire tim geithner fox busi network report former treasuri secret ... url_ citigroup brk,0,1.0,0.0,0.0
citi sail back 'synthet secur url_ citigroup brk,0,1.0,0.0,0.0
support citi chicagoua urban prep academi expand project gold improv grad ... url_ citigroup brk,0,1.0,0.0,0.0
steve curral leadership lesson execut amazon citigroup whole food ... url_ citigroup brk,0,0.6496,0.17520000000000002,0.17520000000000002
video nyc job fair veteran url_ citigroup brk,0,0.6662,0.1669,0.1669
china 's citic secur tap goldman model hedg global futur reuter uk focu ... url_ citigroup brk,0,1.0,0.0,0.0
feder reserv order citigroup improv money launder check bottom right default stat ... url_ citigroup brk,0,1.0,0.0,0.0
facebookua empir grow num heavili trade stock url_ citigroup brk,0,1.0,0.0,0.0
citigroup 's capit x numnum2 capit secur yield push past num url_ citigroup brk,0,1.0,0.0,0.0
feder reserv tell citigroup improv plan prevent money launder new york n ... url_ citigroup brk,0,1.0,0.0,0.0
num new prefer replac recent call secur url_ citigroup brk,1,0.16344999999999998,0.6731,0.16344999999999998
compani employe get healthier 'll 'consequ compani plan cr ... url_ citigroup brk,0,1.0,0.0,0.0
fsa keep bank libor set voluntari url_ citigroup brk,0,1.0,0.0,0.0
u.s. hedg fund swoop trader struggl europ startup u.s. hedg fund pine river c ... url_ citigroup brk,0,1.0,0.0,0.0
exclus bofa 's moynihan hold stock longer new pay polici reuter bank america ... url_ citigroup brk,0,1.0,0.0,0.0
jpm safest new bad bank url_ citigroup brk,0,1.0,0.0,0.0
doj crimin probe jpmorgan whale trade 'advanc stage report cnbc report ... url_ citigroup brk,0,1.0,0.0,0.0
wall street bonus project rise num2 percent year consult url_ citigroup brk,0,1.0,0.0,0.0
wall street bonus project rise num2 pct year -consult url_ citigroup brk,0,1.0,0.0,0.0
exclus fed push bank ignor rival set bonus feder reserv push ... url_ citigroup brk,0,1.0,0.0,0.0
cash dividend way citigroup 's capit xvi numnum2 prefer secur url_ citigroup brk,0,1.0,0.0,0.0
citigroup said plan three-year benchmark secur offer url_ citigroup brk,0,1.0,0.0,0.0
citadel 's griffin leav e*trad board e*trad financi corp. said friday citadel llc ... url_ citigroup brk,0,1.0,0.0,0.0
safe bet big bank url_ citigroup brk,0,1.0,0.0,0.0
wall street ceo get bonus perk take govern job daili ticker url_ url_ citigroup brk,0,1.0,0.0,0.0
royal bank canada chief execut offic gordon nixon nixon award c num2num million ... url_ citigroup brk,0,1.0,0.0,0.0
fitch affirm citigroup commerci mortgag secur inc. seri num4-emg fitch rate ... url_ citigroup brk,0,1.0,0.0,0.0
ex-div remind citigroup 's capit xi numnum2 secur url_ citigroup brk,0,1.0,0.0,0.0
finland call num bln euro invest electr network url_ citigroup brk,0,1.0,0.0,0.0
late winter storm send snow sleet new england syria 's govern accus rebel firin ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup pay num3 million settl lawsuit anti-smok advoc health expert ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup downgrad sun tv share fall reuter market eye share sun tv network ltd fa ... url_ citigroup brk,0,1.0,0.0,0.0
updat latest busi stock slump wall street trader worri prop ... url_ citigroup brk,0,0.6634,0.1683,0.1683
uivirtu counselor networku transform profession hous counsel low-to-moder inc ... url_ citigroup brk,0,1.0,0.0,0.0
symantec intel secur stock boost attack url_ citigroup brk,0,1.0,0.0,0.0
foreclosur activ trend url_ citigroup brk,0,1.0,0.0,0.0
citigroup head right direct url_ citigroup brk,0,1.0,0.0,0.0
citigroup announc num billion redempt trust prefer secur redempt date f ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup announc num billion redempt trust prefer secur busi wire cit ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup pay new ceo corbat num2num4m num4 new york ap uo citigroup award new ceo ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup award new ceo michael corbat total num2num million last year new york n ... url_ citigroup brk,0,1.0,0.0,0.0
citi realli safest bank url_ citigroup brk,0,1.0,0.0,0.0
seek opportun num2 stock watch right url_ citigroup brk,1,0.0,1.0,0.0
video bank balanc sheet 'healthi analyst cnbc jason goldberg barclay analyst ... url_ citigroup brk,0,0.6809,0.15955000000000003,0.15955000000000003
j.p. morgan govern cross hair url_ citigroup brk,0,1.0,0.0,0.0
video bank get healthier everi year p url_ citigroup brk,0,1.0,0.0,0.0
feder reserv bank america well fargo need know right url_ citigroup brk,1,0.17154999999999998,0.6569,0.17154999999999998
e*trad stock fall num pct sale biggest sharehold url_ citigroup brk,0,1.0,0.0,0.0
trade group form bofa securit rival exodu url_ citigroup brk,0,1.0,0.0,0.0
ken griffin 's e-trad move billionair 's citadel sell stock hit num2-week high url_ citigroup brk,0,1.0,0.0,0.0
citigroup well fargo reach clawback deal new york employe respons seriou fi ... url_ citigroup brk,0,1.0,0.0,0.0
sun commun make offer url_ citigroup brk,0,1.0,0.0,0.0
citadel sell num stake e-trad reuter report url_ citigroup brk,0,1.0,0.0,0.0
citadel sell remain stake e*trad citadel llc largest investor e*trad f ... url_ citigroup brk,0,1.0,0.0,0.0
num reason buy gener electr right url_ citigroup brk,1,0.16785,0.6643,0.16785
respons bank long term motley fool big bank like citigroup ba ... url_ citigroup brk,0,1.0,0.0,0.0
updat num-citadel sell remain stake e*trad url_ citigroup brk,0,1.0,0.0,0.0
citadel sell remain stake e*trad url_ citigroup brk,0,1.0,0.0,0.0
mission asset fund launch secur deposit loan program underbank support c ... url_ citigroup brk,0,1.0,0.0,0.0
second circuit rule put auction rate secur class ... mayor citi council ... url_ citigroup brk,0,1.0,0.0,0.0
aggress global loan expans china develop bank ten year outbreak tha ... url_ citigroup brk,0,1.0,0.0,0.0
new york commun bancorp rumor winner url_ citigroup brk,0,1.0,0.0,0.0
microsoftua skype investig num heavili trade stock url_ citigroup brk,0,1.0,0.0,0.0
mission asset fund launch secur deposit loan program underbank support c ... url_ citigroup brk,0,1.0,0.0,0.0
afford lender cpc get num3m citigroup boost commun preserv corpor strugg ... url_ citigroup brk,0,1.0,0.0,0.0
unum stock rise p num3 approach record volatil slip standard poor 's num3 ind ... url_ citigroup brk,0,1.0,0.0,0.0
govern sold almost num3m gm stock feb url_ citigroup brk,0,1.0,0.0,0.0
blackberri prepar big launch num heavili trade stock url_ citigroup brk,0,1.0,0.0,0.0
video fmhr 's top three trade url_ citigroup brk,0,0.6639,0.16804999999999998,0.16804999999999998
ex-citi trader learn one year photograph ... former citigroup forex trader ... url_ citigroup brk,0,1.0,0.0,0.0
exclus interview former aig ceo hank greenberg black box big fail url_ citigroup brk,0,1.0,0.0,0.0
futur trade flat record gain url_ citigroup brk,0,1.0,0.0,0.0
citi safer jpmorgan newest stress test us bank produc score ... url_ citigroup brk,0,0.6668,0.16660000000000003,0.16660000000000003
analysi p paper trail may lead nowher govern case url_ citigroup brk,0,1.0,0.0,0.0
analysi p paper trail may lead nowher govern case reuter earli num4 ... url_ citigroup brk,0,1.0,0.0,0.0
num2 reason bank america buy right motley fool dozen reason big ... url_ citigroup brk,0,0.6639,0.16804999999999998,0.16804999999999998
dubai lender enbd eye bond sale repay govern fund sourc url_ citigroup brk,0,1.0,0.0,0.0
citi safer jpmorgan stress-test question url_ citigroup brk,1,0.16775,0.6645,0.16775
analysi citi safer jpmorgan ... newest stress test u.s. bank produc ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup 's capit xv trust prefer secur ex-dividend remind num/num2/num2 url_ citigroup brk,0,1.0,0.0,0.0
updat num-denizbank exclus talk citi 's turkish unit-sourc url_ citigroup brk,0,1.0,0.0,0.0
major u.s. bank pass fed 's health test url_ citigroup brk,0,1.0,0.0,0.0
citi play safe last year 's embarrass fed reject url_ citigroup brk,0,1.0,0.0,0.0
citigroup fed standard stress test url_ citigroup brk,0,1.0,0.0,0.0
exclus hedg fund portman squar scale back ceo step url_ citigroup brk,0,1.0,0.0,0.0
exclus hedg fund portman squar scale back ceo step sourc chief executiv ... url_ citigroup brk,0,1.0,0.0,0.0
texa bank better posit u.s. commun bank strong texa economi never fell ... url_ citigroup brk,0,1.0,0.0,0.0
exclus hedg fund portman squar scale back ceo step sourc url_ citigroup brk,0,1.0,0.0,0.0
exclus hedg fund portman squar scale back ceo step sourc url_ citigroup brk,0,1.0,0.0,0.0
citigroup return former glori binu member motley fool blog network ... url_ citigroup brk,0,1.0,0.0,0.0
citi right strateg path uo corbat url_ citigroup brk,0,1.0,0.0,0.0
bank trader wari two-step stress test url_ citigroup brk,0,1.0,0.0,0.0
excess capit encourag activ buyer seller smaller bank likel ... url_ citigroup brk,0,1.0,0.0,0.0
citi 's strategi remain right one corbat url_ citigroup brk,0,1.0,0.0,0.0
citigroup agre buy back secur hawaii ahead schedul citigroup inc. agr ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup agre buy back secur hawaii ahead schedul url_ citigroup brk,0,1.0,0.0,0.0
topaz exchang eu pension trade borg complianc url_ citigroup brk,0,1.0,0.0,0.0
video govern cap banker bonus url_ citigroup brk,0,0.6577,0.17115000000000002,0.17115000000000002
securit lobbi disarray director quit american securit forum ... url_ citigroup brk,0,1.0,0.0,0.0
exclus goldman eye volcker workaround buyout url_ citigroup brk,0,1.0,0.0,0.0
exclus goldman eye volcker workaround buyout url_ citigroup brk,0,1.0,0.0,0.0
securit lobbi disarray director quit url_ citigroup brk,0,1.0,0.0,0.0
goldman citi warn sharehold cybersecur url_ citigroup brk,0,1.0,0.0,0.0
world 's richest billionair hedg fund manag trader url_ citigroup brk,0,1.0,0.0,0.0
gop warm marriag equal one republican vote same-sex marriag bill ... url_ citigroup brk,0,1.0,0.0,0.0
jack lew citigroup corrupt rich get richer cronyism rest us suffer ... url_ citigroup brk,0,1.0,0.0,0.0
bertelsmann buy full ownership bmg right kkr url_ citigroup brk,0,1.0,0.0,0.0
citigroup blackston 's capit requir workaround cnbc year ago citi bought ... url_ citigroup brk,0,1.0,0.0,0.0
fed governor raskin say bank reput harm bailout url_ citigroup brk,0,1.0,0.0,0.0
treasuri pick tri cast histori right job jacob lew face senat pa ... url_ citigroup brk,0,1.0,0.0,0.0
final trade first move thursday feb. num2 url_ citigroup brk,0,0.6747,0.16265000000000002,0.16265000000000002
num metric bank america investor rightli celebr url_ citigroup brk,0,1.0,0.0,0.0
jpmorgan 's project underlin cheap stock url_ citigroup brk,0,1.0,0.0,0.0
board taylor morrison 's maiden flight arturo member motley fool blog network ... url_ citigroup brk,0,1.0,0.0,0.0
num2 highest-earn hedg fund manag trader url_ citigroup brk,0,1.0,0.0,0.0
exclus goldman begin fresh round job cut sourc url_ citigroup brk,0,1.0,0.0,0.0
exclus goldman begin fresh round job cut sourc url_ citigroup brk,0,1.0,0.0,0.0
exclus goldman begin fresh round job cut url_ citigroup brk,0,1.0,0.0,0.0
dynasti add advis team work pro athlet url_ citigroup brk,0,1.0,0.0,0.0
dynasti add advis team work pro athlet url_ citigroup brk,0,1.0,0.0,0.0
exclus goldman begin fresh round job cut sourc url_ citigroup brk,0,0.6731,0.16344999999999998,0.16344999999999998
exclus goldman begin fresh round job cut sourc url_ citigroup brk,0,1.0,0.0,0.0
citigroup optim everywher right url_ citigroup brk,0,1.0,0.0,0.0
bank look 'right thing ceo pay krawcheck success plan busi owner ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup award corbat num2num5m compens deal url_ citigroup brk,0,1.0,0.0,0.0
edward lifesci present citigroup rbc num4 global healthcar confer ... url_ citigroup brk,0,1.0,0.0,0.0
eme sand mumford son lead winner brit award url_ citigroup brk,0,1.0,0.0,0.0
limit mortgag financ role u.s. govern gain support url_ citigroup brk,0,1.0,0.0,0.0
whole food citigroup ceo set talk campu two sometimes-controversi busi giant ... url_ citigroup brk,0,1.0,0.0,0.0
dubai util dewa eye num bln sukuk repay debt fund project url_ citigroup brk,0,1.0,0.0,0.0
failsaf failur aforeclosur review system fail compens mistreat borrow ... url_ citigroup brk,0,1.0,0.0,0.0
gilt group 's kevin ryan work not work flash sale onlin retail pione ... url_ citigroup brk,0,1.0,0.0,0.0
us invest bank embrac riskier block trade url_ citigroup brk,0,1.0,0.0,0.0
us invest bank embrac riskier block trade url_ citigroup brk,0,1.0,0.0,0.0
track bruce berkowitz 's fairholm portfolio q4 num4 updat url_ citigroup brk,0,1.0,0.0,0.0
video opinion big fail bank realli safe url_ citigroup brk,1,0.1683,0.6634,0.1683
citigroup lost num2 million ub 's crap cdo bless p six month standard ... url_ citigroup brk,0,1.0,0.0,0.0
boost bank stock right url_ citigroup brk,0,1.0,0.0,0.0
saba said hire citigroup trader robert rbc 's kazarian gabriel robert led global cred ... url_ citigroup brk,0,1.0,0.0,0.0
ward off big govern sharehold activ analyst url_ citigroup brk,0,1.0,0.0,0.0
saba said hire citigroup trader robert rbcua kazarian url_ citigroup brk,0,1.0,0.0,0.0
video trader highli select amid financi sector momentum url_ citigroup brk,0,1.0,0.0,0.0
citigroup capit vii capit secur yield push past num trade tuesday share ... url_ citigroup brk,0,1.0,0.0,0.0
citigroup capit vii capit secur yield push past num url_ citigroup brk,0,1.0,0.0,0.0
citigroup announc agreement resolv certain private-label securit repurchas claim url_,0,1.0,0.0,0.0
citigroup announc num billion redempt trust prefer secur url_,0,1.0,0.0,0.0
citi launch advertis campaign sponsorship u.s. olymp paralymp team ahead sochi olymp ... url_,0,1.0,0.0,0.0
sanergi name global winner num4 ft/citi ingenu award url_,0,1.0,0.0,0.0
citi respond appeal commun devast typhoon yolanda url_,0,1.0,0.0,0.0
citi lead global diversifi financi sector num4/num4 dow jone sustain index url_,0,1.0,0.0,0.0
citigroup announc num3 million redempt citigroup capit x trust prefer secur url_,0,1.0,0.0,0.0
financi time citi announc judg panel num4 ft/citi ingenu award url_,0,1.0,0.0,0.0
num2 num3 citi volunt mark companyi annual global commun day servic activ num2 countri url_,0,1.0,0.0,0.0
citigroup announc num3 million redempt citigroup capit xvi trust prefer secur url_,0,1.0,0.0,0.0
new citi-commiss eiu report project competit num3 worldi major citi num4 url_,0,1.0,0.0,0.0
citigroup announc num billion redempt trust prefer secur url_,0,1.0,0.0,0.0
global associ risk profession present num4 risk manag year award citii brian leach num ... url_,0,1.0,0.0,0.0
citi announc support vital voic women 's world bank part effort boost econom empower ... url_,0,1.0,0.0,0.0
citi announc aetna charter healthcar benefit compani comprehens digit health payment platform url_,0,1.0,0.0,0.0
new citi foundat expand membership network financi sector url_,0,1.0,0.0,0.0
financi time citi announc global call submiss num4 ft/citi ingenu award url_,0,1.0,0.0,0.0
citigroup success complet sale numnum2 interest shanghai pudong develop bank url_,0,1.0,0.0,0.0
citi team usa flag tour stop jacksonvil celebr sponsorship num4 unum olymp paralymp team url_,0,1.0,0.0,0.0
citi financi time launch global ingenu award recogn emerg leader transform citi ... url_,0,1.0,0.0,0.0
citi win global bank innov award bai finacl url_,0,1.0,0.0,0.0
citi team usa flag tour stop tucson celebr sponsorship num4 unum olymp paralymp team url_,0,1.0,0.0,0.0
citi team usa flag tour stop irv celebr sponsorship num4 unum olymp paralymp team url_,0,1.0,0.0,0.0
citi kick off 'citi team usa flag tour sioux fall celebr sponsorship num4 unum olymp paralymp ... url_,0,1.0,0.0,0.0
citi celebr sponsorship num4 unum olymp paralymp team flag-rais event mark year-out mile ... url_,0,1.0,0.0,0.0
citi engag supplier drive sustain gain url_,0,1.0,0.0,0.0
statement citi chairman richard d. parson retent award ceo vikram s. pandit url_,0,1.0,0.0,0.0
vikram pandit ceo citigroup honor uja-feder new york 's bank financ award url_,0,1.0,0.0,0.0
citigroup announc appoint candida wolff execut vice presid global govern affair url_,0,1.0,0.0,0.0
citi name offici sponsor num4 unum olymp paralymp team url_,0,1.0,0.0,0.0
citigroup inc. extend expir time consent solicit holder numnum2 capit securit ... url_,0,1.0,0.0,0.0
citigroup inc. announc consent solicit holder numnum2 capit secur trupsa citigr ... url_,0,1.0,0.0,0.0
citi ceo vikram pandit honor new york polic fire widow children 's benefit fund num2th annual benefit gala url_,0,1.0,0.0,0.0
citi ceo vikram pandit name num4 global busi leader year ndtv profit busi leadership award url_,0,1.0,0.0,0.0
citi partner soro econom develop fund help creat num num3 new job haiti url_,0,1.0,0.0,0.0
citi commun capit launch num3 million new york afford hous preserv fund l+m develop part ... url_,0,1.0,0.0,0.0
citi win num2 euromoney award excel url_,0,1.0,0.0,0.0
citi announc num3 million fund spur small busi lend low incom unum commun url_,0,1.0,0.0,0.0
citigroup inc. announc appoint edward skyler execut vice presid global public affair url_,0,1.0,0.0,0.0
citi celebr annual global commun day num2 num3 volunt mobil serv nearli num3 citi around world url_,0,1.0,0.0,0.0
uith divis 's q3 sale despit group track deliv organ growth around num q3 said tiriss,0,1.0,0.0,0.0
deploy action plan restor sale affect market said p.a.tiriss danon 's chief financi offic,0,1.0,0.0,0.0
danon 's food safeti manag system among effect world includ rigor test product,0,1.0,0.0,0.0
newzealand investig conclud ingredi use danon full complianc highest standard qualiti,0,1.0,0.0,0.0
danon welcom find newzealand author investig fonterra,0,1.0,0.0,0.0
acquisit yocrunch advanc danoneua ambit develop yogurt consumpt us,0,1.0,0.0,0.0
danon benefit toppingsua expertis yocrunch,0,1.0,0.0,0.0
brazil danon ecosystem support care caregiv train profession take care elderli need url_,0,1.0,0.0,0.0
emerg market n. america continu build brand organ lay groundwork futur growth,0,1.0,0.0,0.0
danon 's agreement mention_ advanc ambit expand yogurt consumpt us support num yogurt day strategi,0,1.0,0.0,0.0
danon mention_ announc strateg agreement creat exclus line evolut fresh inspir dannon-brand product,0,1.0,0.0,0.0
today danon medic nutrit brazil num2 market share acquisit nutrim strengthen add new manufactur capac,0,1.0,0.0,0.0
danon launch url_ surpris fun platform discov everyth yogurt nutrit benefit history..,0,1.0,0.0,0.0
actionforwomenshealth,0,0.6728,0.16360000000000002,0.16360000000000002
bio activia brand enabl new joint-ventur build activ health yogurt segment china,0,1.0,0.0,0.0
cofco largest state-own food compani china mengniuua liquid milk product rank na1 sale among similar product china,0,1.0,0.0,0.0
dairi brand back cofco 's expertis food industri mengniu 's nationwid lead platform china 's dairi,0,1.0,0.0,0.0
cofco mengniu danon join forc acceler develop fresh dairi product china,0,1.0,0.0,0.0
num us children num suffer food allergi num4 us medic divis expand neocat rang allergi treatment,0,1.0,0.0,0.0
imf repres around num2 danon babi nutrit 's sale worldwid solid babi food sale mainli locat europ,0,1.0,0.0,0.0
happyfamili wide rang babi product combin conveni clearli defin nutrit benefit url_,0,1.0,0.0,0.0
us babi food num billion categori experienc growth +num valu esp driven organ num2 sale,0,1.0,0.0,0.0
happyfamili hold num us babi food market gross sale num2 million strong growth expect num4,0,1.0,0.0,0.0
danon acquir happyfamili one fastest-grow premium organ babi food compani us,0,1.0,0.0,0.0
hi mention_ netherland danoontj suitabl children num yr old danoontjestart unfortun no longer,0,1.0,0.0,0.0
danon excit prospect join forc sirma believ benefit num compani strong complementar,0,1.0,0.0,0.0
1st global summitt health effect yogurt initi new collabor asn danoneinstitut due wednesday,0,1.0,0.0,0.0
team fulli mobil work hard innov updat product rang say f. riboud danon 's ceo qnum5,0,0.6662,0.1669,0.1669
blogpost interview jm severino uicorpor compani crucial role play develop countriesu url_,0,0.6668,0.16660000000000003,0.16660000000000003
blogpost nutrigo danon 's project curb malnutrit among chines babi rural area url_ cc mention_,0,1.0,0.0,0.0
rt mention_ brazilian internet user spend num2 time internet socialnetwork url_ cc mention_,0,1.0,0.0,0.0
num year launch danuacar num2 num3 danon employe benefit minimum health-car coverag social_innov,0,1.0,0.0,0.0
num4 year transit danon aim return activ whole strong profit growth num4u fnumriboud,0,1.0,0.0,0.0
mention_ mention_ thank share good day,2,0.0,0.0,1.0
blogpost histori food conserv url_ infograph,0,0.6666,0.16670000000000001,0.16670000000000001
blog post identifi support intrapreneur url_ social_innov cc mention_,0,1.0,0.0,0.0
danon egypt lab new way work emerg market url_,0,1.0,0.0,0.0
mention_ thank lot mention,2,0.0,0.0,1.0
activia jami lee curti team educ american impact digest health mind bodi url_,0,1.0,0.0,0.0
consum concern continu media focu move ecolog fring phenomenon right mainstream mention_ green,0,1.0,0.0,0.0
danon embed sustain busi expand leadership financ function url_ f4tf,0,0.6718,0.16410000000000002,0.16410000000000002
num/num chines middl class famili expect children attain postgradu degre url_,0,1.0,0.0,0.0
probiot benefit not digest url_ via mention_ health,0,1.0,0.0,0.0
today world diabet day estim num3 million peopl worldwid diabet url_ wdd via mention_ health,0,1.0,0.0,0.0
new hunger map mention_ show num3 million peopl not get enough food lead normal activ life url_,0,1.0,0.0,0.0
danon babi nutrit name overal winner european suppli chain excel award london url_,0,1.0,0.0,0.0
young chines resign job secur new one feel unhappi via mention_,0,1.0,0.0,0.0
pr.gordon work human microbiota link human health,0,0.6834,0.1583,0.1583
